"Time (s)";"Peak-Frequency"
1,229268351E2;2,317454878E1
1,230577793E2;2,317453467E1
1,231822446E2;2,317452880E1
1,233175232E2;2,317453130E1
1,234557216E2;2,317449532E1
1,235893843E2;2,317452505E1
1,237232540E2;2,317454529E1
1,238669222E2;2,317453854E1
1,239836216E2;2,317454691E1
1,241234918E2;2,317453792E1
1,242625865E2;2,317451194E1
1,244026074E2;2,317449670E1
1,245451519E2;2,482976824E1
1,246821673E2;2,482971806E1
1,247940923E2;2,317440189E1
1,249014659E2;2,317439290E1
1,250139159E2;2,317438441E1
1,251278166E2;2,317434619E1
1,252496026E2;2,317431172E1
1,253698592E2;2,317433070E1
1,255062103E2;2,482964285E1
1,256400555E2;2,482966867E1
1,257823885E2;2,482966359E1
1,259181508E2;2,317440315E1
1,260581813E2;2,317441676E1
1,262061076E2;2,317440239E1
1,263196683E2;2,317436393E1
1,264508663E2;2,317428698E1
1,265871755E2;2,317426338E1
1,267254439E2;2,317426226E1
1,268650114E2;2,482949216E1
1,270051626E2;2,482949631E1
1,271498141E2;2,482956309E1
1,272635021E2;2,482956523E1
1,274044681E2;2,482953940E1
1,275404904E2;2,482953284E1
1,276822963E2;2,482947517E1
1,278066536E2;2,482943100E1
1,279459772E2;2,482941307E1
1,280859261E2;2,317409863E1
1,282262654E2;2,317408889E1
1,283683258E2;2,317402757E1
1,285015345E2;2,317403993E1
1,286436323E2;2,317406029E1
1,287830986E2;2,317404243E1
1,289245057E2;2,317404980E1
1,290645204E2;2,317403731E1
1,291914656E2;2,317406828E1
1,293276614E2;2,317404181E1
1,294640470E2;2,317402032E1
1,296117551E2;2,482935499E1
1,297271619E2;2,482939193E1
1,298633097E2;2,482943114E1
1,300022420E2;2,317416583E1
1,301459845E2;2,317413910E1
1,302865806E2;2,317412299E1
1,304238561E2;2,317409639E1
1,305642345E2;2,317407128E1
1,307041775E2;2,317402369E1
1,308413336E2;2,317398985E1
1,309777117E2;2,317396012E1
1,311181810E2;2,317391828E1
1,312610876E2;2,317387981E1
1,314024060E2;2,317383485E1
1,315445804E2;2,317380799E1
1,316798473E2;2,317378164E1
1,318213204E2;2,317378601E1
1,319701588E2;2,317376241E1
1,320863758E2;2,317373555E1
1,322258572E2;2,317378427E1
1,323655766E2;2,317376266E1
1,325038780E2;2,317379438E1
1,326447783E2;2,317378601E1
1,327852690E2;2,317378951E1
1,329234973E2;2,317378989E1
1,330620764E2;1,655269546E0
1,332121504E2;1,655267485E0
1,333267824E2;1,655267352E0
1,334635438E2;1,655267602E0
1,336030639E2;1,655266941E0
1,337449306E2;1,655266825E0
1,338640592E2;1,655267388E0
1,340057223E2;1,655265844E0
1,341450240E2;1,655264176E0
1,342870093E2;1,655264176E0
1,344222796E2;1,655264354E0
1,345635335E2;4,965792902E0
1,347016678E2;4,965791109E0
1,348433532E2;4,965791055E0
1,349664271E2;4,965794347E0
1,351054484E2;4,965811422E0
1,352458394E2;4,965824911E0
1,353857070E2;4,965839203E0
1,355258548E2;6,621136887E0
1,356411113E2;1,655292260E0
1,357631559E2;3,310595279E0
1,359029509E2;3,310612159E0
1,360454304E2;3,310627558E0
1,361822625E2;1,655319408E0
1,363232506E2;3,310649273E0
1,364631384E2;3,310663744E0
1,366025585E2;3,310674932E0
1,367459442E2;1,655338340E0
1,368738848E2;3,310677644E0
1,369823755E2;1,655344095E0
1,371077355E2;4,966045400E0
1,372424171E2;3,310707212E0
1,373828208E2;3,310718793E0
1,375222471E2;8,276810901E0
1,376621262E2;4,966098586E0
1,378030810E2;4,966112638E0
1,379470121E2;9,932275490E0
1,380808079E2;2,317544851E1
1,382187667E2;2,317549223E1
1,383615097E2;2,317554607E1
1,385038629E2;2,317556880E1
1,386438933E2;2,317563188E1
