"Time (s)";"Acceleration x (m/s²)";"Acceleration y (m/s²)";"Acceleration z (m/s²)"
2.126593241E3;2.564079762E0;3.538477898E0;8.491868019E0
2.126595603E3;2.528168201E0;3.531295776E0;8.594814301E0
2.126597964E3;2.516197920E0;3.538477898E0;8.712125778E0
2.126600325E3;2.535350561E0;3.504960537E0;8.769583702E0
2.126602686E3;2.576050282E0;3.524113417E0;8.800706863E0
2.126605047E3;2.585626602E0;3.521719217E0;8.803101540E0
2.126607407E3;2.602385283E0;3.507354736E0;8.752824783E0
2.126609769E3;2.568867922E0;3.512142897E0;8.637907982E0
2.126612130E3;2.525774240E0;3.531295776E0;8.578056335E0
2.126614491E3;2.470710039E0;3.519325256E0;8.470321655E0
2.126616852E3;2.427616119E0;3.528901577E0;8.467926979E0
2.126619213E3;2.372551918E0;3.536083937E0;8.487080574E0
2.126621574E3;2.382128239E0;3.536083937E0;8.544538498E0
2.126623935E3;2.394098759E0;3.526507616E0;8.566085815E0
2.126626296E3;2.415645599E0;3.504960537E0;8.635514259E0
2.126628657E3;2.473104000E0;3.509748936E0;8.709731102E0
2.126631017E3;2.540138721E0;3.552842617E0;8.774372101E0
2.126633378E3;2.595203161E0;3.576783657E0;8.781554222E0
2.126635739E3;2.659843683E0;3.567207098E0;8.781554222E0
2.126638100E3;2.676602364E0;3.571995497E0;8.745642662E0
2.126640461E3;2.628720522E0;3.576783657E0;8.685790062E0
2.126642821E3;2.607173681E0;3.607906818E0;8.630725861E0
2.126645182E3;2.535350561E0;3.622271538E0;8.582843781E0
2.126647543E3;2.511409521E0;3.619877338E0;8.494262695E0
2.126649904E3;2.477892160E0;3.610301018E0;8.477503777E0
2.126652264E3;2.458739519E0;3.603118658E0;8.475110054E0
2.126654624E3;2.461133480E0;3.593542337E0;8.477503777E0
2.126656984E3;2.494650841E0;3.603118658E0;8.551720619E0
2.126659344E3;2.544927120E0;3.605512857E0;8.613967896E0
2.126661705E3;2.643085003E0;3.564813137E0;8.678607941E0
2.126664065E3;2.652661562E0;3.574389458E0;8.731278419E0
2.126666426E3;2.638296843E0;3.571995497E0;8.793524742E0
2.126668787E3;2.645479202E0;3.555236816E0;8.800706863E0
2.126671147E3;2.628720522E0;3.545660257E0;8.781554222E0
2.126673507E3;2.564079762E0;3.560024977E0;8.714519501E0
2.126675867E3;2.532956600E0;3.586359978E0;8.657061577E0
2.126678227E3;2.520986080E0;3.571995497E0;8.590026855E0
2.126680586E3;2.513803720E0;3.595936298E0;8.551720619E0
2.126682945E3;2.549715281E0;3.612694979E0;8.522992134E0
2.126685305E3;2.640691042E0;3.562418938E0;8.451169014E0
2.126687666E3;2.678996563E0;3.686912060E0;8.606784821E0
2.126690027E3;2.719696283E0;3.560024977E0;8.546932220E0
2.126692387E3;2.748425484E0;3.617483377E0;8.633120537E0
2.126694748E3;2.731666803E0;3.605512857E0;8.647484779E0
2.126697108E3;2.789125204E0;3.610301018E0;8.716913223E0
2.126699468E3;2.808277845E0;3.579177618E0;8.676214218E0
2.126701829E3;2.750819445E0;3.658182859E0;8.688184738E0
2.126704189E3;2.784336805E0;3.617483377E0;8.604391098E0
2.126706550E3;2.781942844E0;3.605512857E0;8.551720619E0
2.126708911E3;2.750819445E0;3.698882580E0;8.578056335E0
2.126711272E3;2.803489685E0;3.603118658E0;8.525385857E0
2.126713633E3;2.865736246E0;3.648606539E0;8.542144775E0
2.126715993E3;2.863342047E0;3.634242058E0;8.585238457E0
2.126718355E3;2.889677286E0;3.624665499E0;8.637907982E0
2.126720715E3;2.875312567E0;3.555236816E0;8.697760582E0
2.126723075E3;2.844189405E0;3.651000738E0;8.824647903E0
2.126725437E3;2.875312567E0;3.521719217E0;8.771978378E0
2.126727797E3;2.856159925E0;3.595936298E0;8.815072060E0
2.126730158E3;2.810672045E0;3.567207098E0;8.786342621E0
2.126732518E3;2.887283087E0;3.593542337E0;8.745642662E0
2.126734879E3;2.882494926E0;3.593542337E0;8.671425819E0
2.126737239E3;2.868130445E0;3.631847858E0;8.661849022E0
2.126739599E3;2.901647806E0;3.583965778E0;8.580450058E0
2.126741959E3;2.906435966E0;3.615089178E0;8.587632179E0
2.126744319E3;2.882494926E0;3.619877338E0;8.616361618E0
2.126746680E3;2.868130445E0;3.598330498E0;8.597208977E0
2.126749039E3;2.904041767E0;3.564813137E0;8.609179497E0
2.126751399E3;2.870524406E0;3.552842617E0;8.652273178E0
2.126753759E3;2.901647806E0;3.562418938E0;8.709731102E0
2.126756120E3;2.901647806E0;3.516931057E0;8.709731102E0
2.126758480E3;2.884889126E0;3.516931057E0;8.750431061E0
2.126760841E3;2.880100727E0;3.452290535E0;8.666637421E0
2.126763201E3;2.884889126E0;3.528901577E0;8.692973137E0
2.126765562E3;2.892071247E0;3.485807896E0;8.681002617E0
2.126767922E3;2.899253607E0;3.492990017E0;8.666637421E0
2.126770282E3;2.932770967E0;3.461866856E0;8.628332138E0
2.126772643E3;2.906435966E0;3.540872097E0;8.683396339E0
2.126775003E3;2.978258848E0;3.533689737E0;8.606784821E0
2.126777364E3;2.999805689E0;3.531295776E0;8.645091057E0
2.126779723E3;3.030929089E0;3.569601297E0;8.642696381E0
2.126782083E3;3.064446449E0;3.607906818E0;8.659455299E0
2.126784442E3;3.054870129E0;3.552842617E0;8.618755341E0
2.126786803E3;3.006988049E0;3.583965778E0;8.654666901E0
2.126789164E3;2.980653048E0;3.509748936E0;8.573267937E0
2.126791524E3;2.927982807E0;3.526507616E0;8.630725861E0
2.126793884E3;2.863342047E0;3.531295776E0;8.654666901E0
2.126796244E3;2.870524406E0;3.478625536E0;8.633120537E0
2.126798605E3;2.827430725E0;3.481019735E0;8.666637421E0
2.126800965E3;2.765184164E0;3.504960537E0;8.724096298E0
2.126803325E3;2.808277845E0;3.454684496E0;8.771978378E0
2.126805686E3;2.880100727E0;3.514537096E0;8.831830025E0
2.126808046E3;2.961500168E0;3.555236816E0;8.846195221E0
2.126810405E3;3.100358009E0;3.526507616E0;8.769583702E0
2.126812766E3;3.081205130E0;3.569601297E0;8.731278419E0
2.126815125E3;3.028534889E0;3.569601297E0;8.666637421E0
2.126817486E3;3.009382248E0;3.545660257E0;8.592420578E0
2.126819846E3;2.959106207E0;3.557630777E0;8.520597458E0
2.126822205E3;2.920800447E0;3.588754177E0;8.515809059E0
2.126824566E3;2.870524406E0;3.557630777E0;8.472715378E0
2.126826927E3;2.798701525E0;3.545660257E0;8.482292175E0
2.126829288E3;2.746031284E0;3.576783657E0;8.601997375E0
2.126831649E3;2.789125204E0;3.526507616E0;8.616361618E0
2.126834010E3;2.882494926E0;3.552842617E0;8.659455299E0
2.126836370E3;2.923194647E0;3.598330498E0;8.709731102E0
2.126838730E3;3.057264090E0;3.567207098E0;8.697760582E0
2.126841091E3;3.064446449E0;3.586359978E0;8.681002617E0
2.126843452E3;3.009382248E0;3.634242058E0;8.597208977E0
