"Time (s)";"Acceleration x (m/s²)";"Acceleration y (m/s²)";"Acceleration z (m/s²)"
4.816183078E2;1.831485629E0;4.182490349E0;8.793524742E0
4.816206681E2;1.750086188E0;4.201643467E0;8.781554222E0
4.816230286E2;1.666292787E0;4.194460869E0;8.740854263E0
4.816253893E2;1.635169506E0;4.204037666E0;8.716913223E0
4.816277498E2;1.558558345E0;4.211219788E0;8.673819542E0
4.816301104E2;1.560952425E0;4.242342949E0;8.678607941E0
4.816324706E2;1.553770065E0;4.239948750E0;8.635514259E0
4.816348314E2;1.539405465E0;4.256707668E0;8.590026855E0
4.816371920E2;1.522646785E0;4.242342949E0;8.520597458E0
4.816395525E2;1.508282185E0;4.268678188E0;8.513415337E0
4.816419134E2;1.534617305E0;4.302195549E0;8.508626938E0
4.816442743E2;1.532223225E0;4.295013428E0;8.532567978E0
4.816466357E2;1.572922945E0;4.271072388E0;8.525385857E0
4.816489967E2;1.594469786E0;4.249525547E0;8.578056335E0
4.816513569E2;1.544193745E0;4.196855068E0;8.700155258E0
4.816537175E2;1.513070464E0;4.196855068E0;8.781554222E0
4.816560788E2;1.477158904E0;4.160943508E0;8.877318382E0
4.816584394E2;1.481947184E0;4.115455627E0;8.956323624E0
4.816608000E2;1.460400224E0;4.117849827E0;8.985053062E0
4.816631604E2;1.498705864E0;4.115455627E0;9.004205704E0
4.816655215E2;1.527435064E0;4.096302986E0;9.008994102E0
4.816678822E2;1.596863866E0;4.139396667E0;8.939564705E0
4.816702425E2;1.735721588E0;4.168126106E0;8.522992134E0
4.816726033E2;1.965555072E0;4.326136589E0;7.828702927E0
4.816749638E2;2.178629875E0;4.644551754E0;7.062591553E0
4.816773249E2;2.315093517E0;5.070701122E0;6.248597622E0
4.816796862E2;2.113989115E0;5.451363087E0;5.911029816E0
4.816820473E2;1.685445547E0;5.477697849E0;6.588560104E0
4.816844080E2;1.462794304E0;4.982119560E0;7.500711441E0
4.816867683E2;1.527435064E0;4.268678188E0;8.020231247E0
4.816891288E2;1.683051467E0;3.811405182E0;8.609179497E0
4.816914891E2;1.742903948E0;3.809011221E0;9.449507713E0
4.816938500E2;1.709386587E0;3.899986982E0;1.023237801E1
4.816962107E2;1.627987146E0;3.804223061E0;1.062261677E1
4.816985716E2;1.565740585E0;3.528901577E0;1.074232101E1
4.817009327E2;1.544193745E0;3.318220854E0;1.084766197E1
4.817032937E2;1.467582583E0;3.306250334E0;1.091230202E1
4.817056544E2;1.414912343E0;3.437925816E0;1.080935574E1
4.817080139E2;1.371818662E0;3.555236816E0;1.048854637E1
4.817103741E2;1.304783821E0;3.694094419E0;1.000972748E1
4.817127351E2;1.252113700E0;3.844922543E0;9.562030792E0
4.817150957E2;1.252113700E0;4.022086143E0;9.162216187E0
4.817174565E2;1.304783821E0;4.201643467E0;8.750431061E0
4.817198166E2;1.398153663E0;4.306983948E0;8.396104813E0
4.817221771E2;1.546587825E0;4.388382912E0;8.118389130E0
4.817245373E2;1.745298028E0;4.484147072E0;8.003472328E0
4.817268974E2;1.948796391E0;4.500905514E0;7.986713409E0
4.817292573E2;2.133141994E0;4.536817074E0;7.996289730E0
4.817316177E2;2.233694077E0;4.491329193E0;8.039383888E0
4.817339783E2;2.243270636E0;4.445841312E0;8.135148048E0
4.817363384E2;2.118777514E0;4.357259750E0;8.317099571E0
4.817386988E2;1.912884951E0;4.342895031E0;8.451169014E0
4.817410595E2;1.733327508E0;4.290225029E0;8.575661659E0
4.817434201E2;1.539405465E0;4.237555027E0;8.625937462E0
4.817457808E2;1.400547743E0;4.216008186E0;8.647484779E0
4.817481416E2;1.280842900E0;4.216008186E0;8.681002617E0
4.817505020E2;1.252113700E0;4.237555027E0;8.671425819E0
4.817528618E2;1.297601581E0;4.283042908E0;8.587632179E0
4.817552222E2;1.283236980E0;4.280648708E0;8.465533257E0
4.817575823E2;1.352665782E0;4.297407150E0;8.319493294E0
4.817599424E2;1.443641543E0;4.352471828E0;8.223729134E0
4.817623030E2;1.560952425E0;4.407536030E0;8.171059608E0
4.817646638E2;1.685445547E0;4.457811832E0;8.123177528E0
4.817670241E2;1.795574069E0;4.476964951E0;8.013048172E0
4.817693844E2;1.884155750E0;4.503299713E0;7.950801849E0
4.817717446E2;1.982313752E0;4.517664433E0;7.943619728E0
4.817741057E2;2.042166233E0;4.524846554E0;8.041777611E0
4.817764662E2;2.049348593E0;4.532029152E0;8.166271210E0
4.817788272E2;1.963160992E0;4.486541271E0;8.295552254E0
4.817811874E2;1.934431791E0;4.419506550E0;8.386528015E0
4.817835482E2;1.850638390E0;4.283042908E0;8.470321655E0
4.817859084E2;1.785997748E0;4.259101868E0;8.594814301E0
4.817882688E2;1.690233707E0;4.227978230E0;8.783948898E0
4.817906291E2;1.620804906E0;4.223190308E0;8.901259422E0
4.817929905E2;1.580105186E0;4.172914028E0;8.898864746E0
4.817953519E2;1.527435064E0;4.148972988E0;8.896471024E0
4.817977124E2;1.520252705E0;4.129820347E0;8.879712105E0
4.818000725E2;1.515464544E0;4.132214546E0;8.918018341E0
4.818024333E2;1.532223225E0;4.180096626E0;8.934776306E0
4.818047940E2;1.548981905E0;4.182490349E0;8.915623665E0
4.818071549E2;1.563346505E0;4.201643467E0;8.886894226E0
4.818095154E2;1.596863866E0;4.206431389E0;8.819859505E0
4.818118761E2;1.582499266E0;4.213613987E0;8.731278419E0
