"Time (s)";"Peak-Frequency"
5,713932951E1;7,445953670E1
5,727833592E1;7,280505528E1
5,741167128E1;7,115046277E1
5,754715368E1;7,115064868E1
5,768668003E1;6,949621758E1
5,782691508E1;6,949647630E1
5,796538581E1;6,949669908E1
5,810537159E1;3,640318054E1
5,824646847E1;3,640329939E1
5,838472675E1;2,151114428E1
5,852501670E1;2,151122320E1
5,866559800E1;2,316604875E1
5,880799295E1;2,316614411E1
5,894849534E1;2,482096631E1
5,905624242E1;2,482101606E1
5,917147362E1;1,373434683E2
5,930866425E1;1,373438923E2
5,944645654E1;1,356896540E2
5,958692154E1;2,316656374E1
5,972565831E1;8,604746394E1
5,986677909E1;8,439294874E1
6,000419742E1;8,273866604E1
6,014496868E1;8,108438595E1
6,028810925E1;8,108458168E1
6,042834456E1;7,777547457E1
6,056624180E1;7,612105376E1
6,070588612E1;7,612124160E1
6,084822352E1;7,446643601E1
6,098808362E1;7,281168596E1
6,112690164E1;7,115690136E1
6,128962086E1;2,482219683E1
6,143296940E1;2,647699440E1
6,156629649E1;2,647701281E1
6,170608196E1;2,647701737E1
6,184708258E1;2,647708898E1
6,199159222E1;2,647710254E1
6,212527326E1;3,806088247E1
6,226547248E1;2,813194646E1
6,240658029E1;3,806089909E1
6,254753888E1;3,806086853E1
6,268587284E1;3,806085602E1
6,282734274E1;3,806084864E1
6,296707659E1;3,806086874E1
6,310786779E1;3,806096184E1
6,324743180E1;2,978684098E1
6,340688570E1;2,482242901E1
6,354029643E1;2,482241590E1
6,368072440E1;2,482245416E1
6,382014893E1;2,482247903E1
6,396072399E1;2,482251835E1
6,409979050E1;2,482249428E1
6,423219039E1;2,482253160E1
6,436868888E1;2,482254083E1
6,450806268E1;4,137092946E1
6,464968195E1;4,137092522E1
6,478852794E1;3,144201871E1
6,492823248E1;3,144207123E1
6,506764024E1;2,647758474E1
6,520708164E1;2,978726277E1
6,535232836E1;2,978718300E1
6,546781800E1;2,978710789E1
6,559048284E1;2,978707724E1
6,571109055E1;3,806119091E1
6,584777149E1;3,806117861E1
6,598577659E1;3,971587422E1
6,612434659E1;3,971570752E1
6,626458612E1;3,971559796E1
6,640434456E1;2,482218372E1
6,654452044E1;2,482211618E1
6,668779643E1;2,482205707E1
6,682752128E1;2,482200344E1
6,696675300E1;2,482195382E1
6,710579664E1;2,482198110E1
6,724504274E1;2,482190567E1
6,738763206E1;2,482186100E1
6,753910690E1;2,482178597E1
6,767190654E1;2,978607079E1
6,781265175E1;2,978596455E1
6,794615081E1;2,978594786E1
6,808534523E1;3,971452482E1
6,822582591E1;2,978581754E1
6,836573326E1;2,978572318E1
