"Time (s)";"Acceleration x (m/s²)";"Acceleration y (m/s²)";"Acceleration z (m/s²)"
7.820693993E1;-1.125226468E-1;4.730739117E0;6.808816910E0
7.820930087E1;4.309377819E-2;5.207164764E0;8.855771065E0
7.821166223E1;3.088387549E-1;4.419506550E0;8.963505745E0
7.821402269E1;5.721896291E-1;3.481019735E0;8.925200462E0
7.821638374E1;7.948408127E-1;3.550448418E0;1.075429153E1
7.821874493E1;1.031856537E0;3.038111448E0;1.151561546E1
7.822110634E1;9.528512955E-1;2.817854166E0;1.269351196E1
7.822346780E1;7.661116123E-1;2.980653048E0;1.357932854E1
7.822582900E1;6.152833700E-1;2.887283087E0;1.329203606E1
7.822819061E1;3.974204063E-1;2.978258848E0;1.275096989E1
7.823055165E1;1.412518322E-1;2.961500168E0;1.173826599E1
7.823291275E1;-1.460400224E-1;3.136269331E0;1.064176941E1
7.823527358E1;-3.662971258E-1;3.737188101E0;9.755952835E0
7.823763426E1;-3.878439963E-1;4.374018669E0;8.645091057E0
7.823999618E1;-2.633508742E-1;5.288564205E0;7.795185566E0
7.824235728E1;-3.830558062E-2;5.188012123E0;5.736260891E0
7.824471858E1;2.346216738E-1;5.286170006E0;4.486541271E0
7.824707988E1;4.069967866E-1;5.815266132E0;4.330924511E0
7.824944092E1;4.644551575E-1;6.358726501E0;4.658916473E0
7.825180155E1;5.434604287E-1;5.748231411E0;3.571995497E0
7.825416280E1;3.255974352E-1;6.025946617E0;4.721162796E0
7.825652426E1;6.224656850E-2;5.616555691E0;5.903847694E0
7.825888504E1;-1.173108369E-1;4.745103836E0;6.622077465E0
7.826124629E1;-1.675869226E-1;4.486541271E0;8.154300690E0
7.826360743E1;-2.154688910E-2;4.311771870E0;1.005521488E1
7.826596816E1;3.303856254E-1;3.361314774E0;1.080935574E1
7.826832879E1;7.828702927E-1;3.478625536E0;1.296404457E1
7.827068910E1;1.335907102E0;2.717302084E0;1.328246021E1
7.827305051E1;1.467582583E0;2.327064037E0;1.320584869E1
7.827541186E1;1.288025141E0;2.525774240E0;1.352426434E1
7.827777285E1;9.432749152E-1;2.686178923E0;1.278209305E1
7.828013295E1;4.596669674E-1;2.937559128E0;1.187951851E1
7.828249384E1;-1.149167418E-1;3.459472656E0;1.102482510E1
7.828485478E1;-4.907902479E-1;3.744370461E0;9.602729797E0
7.828721545E1;-6.464066505E-1;4.424294472E0;8.285975456E0
7.828957587E1;-5.793719292E-1;4.795379639E0;6.763329029E0
7.829193618E1;-3.639030159E-1;5.025213242E0;5.571067810E0
7.829429717E1;-3.351738304E-2;5.563885689E0;5.413057327E0
7.829665795E1;2.920800447E-1;5.973276615E0;5.726684093E0
7.829901973E1;4.668492675E-1;5.815266132E0;5.539944649E0
7.830138030E1;4.812138677E-1;5.597403049E0;5.472909927E0
7.830374098E1;4.022085965E-1;5.709925652E0;6.069040298E0
7.830610165E1;3.136269450E-1;4.979725361E0;6.071434498E0
7.830846217E1;3.040505350E-1;4.812138557E0;6.971615791E0
7.831082316E1;3.255974352E-1;4.996484280E0;8.458351135E0
7.831318374E1;3.351738453E-1;4.338107109E0;8.592420578E0
7.831554446E1;3.232033253E-1;3.684518099E0;8.877318382E0
7.831790540E1;4.716374576E-1;3.775493860E0;1.060825157E1
7.832026618E1;6.344361901E-1;3.260762453E0;1.143661022E1
7.832262702E1;6.607712507E-1;2.784336805E0;1.228172684E1
7.832498759E1;5.650073290E-1;2.985441208E0;1.320824337E1
7.832734733E1;4.740315676E-1;2.947135687E0;1.311966133E1
7.832970874E1;3.974204063E-1;2.896859646E0;1.253310680E1
7.833206905E1;2.154688835E-1;3.109934330E0;1.174066067E1
7.833442957E1;6.464067101E-2;3.248792171E0;1.067049789E1
7.833678978E1;-6.703476608E-2;3.643818378E0;9.449507713E0
7.833915092E1;-1.173108369E-1;4.441053391E0;8.597208977E0
7.834151222E1;-8.618755639E-2;5.348416805E0;7.902920246E0
7.834387368E1;-1.675869152E-2;4.979725361E0;5.477697849E0
7.834623499E1;5.985246971E-2;5.255046844E0;4.522452831E0
7.834859582E1;1.795574129E-1;6.136075020E0;4.809744358E0
7.835095686E1;3.279915452E-1;5.942152977E0;4.048420906E0
7.835331801E1;4.237554967E-1;5.609373569E0;3.737188101E0
7.835567879E1;2.992623448E-1;6.327602863E0;5.760201454E0
7.835803978E1;1.771633029E-1;5.324475765E0;5.884695053E0
7.836040098E1;6.464067101E-2;4.709192276E0;6.636441708E0
7.836276207E1;-7.182296365E-3;4.661310196E0;8.355404854E0
