"Time (s)";"Peak-Frequency"
1.190406734E2;9.924814742E0
1.191796467E2;9.924821424E0
1.192942659E2;3.308282592E0
1.194318968E2;9.924884125E0
1.195644410E2;9.924920367E0
1.197025488E2;1.654160558E0
1.198395534E2;9.924995794E0
1.199792665E2;9.925034281E0
1.201190704E2;1.654179009E0
1.202570902E2;1.654184408E0
1.204045211E2;9.925167121E0
1.205385542E2;8.271004587E0
1.206786196E2;8.271046863E0
1.208142765E2;8.271073326E0
1.209532149E2;9.925318142E0
1.210917231E2;8.271132175E0
1.212271026E2;8.271169998E0
1.213765606E2;8.271203812E0
1.214926542E2;8.271243284E0
1.216216910E2;4.962770107E0
1.217611784E2;4.962786948E0
1.219016835E2;4.962776470E0
1.220396601E2;4.962789461E0
1.221780972E2;4.962804911E0
1.223177635E2;6.617091143E0
1.224584908E2;6.617119621E0
1.225974962E2;8.271419976E0
1.227356984E2;8.271423050E0
1.228764225E2;8.271451520E0
1.230210049E2;8.271481370E0
1.231639662E2;8.271523207E0
1.232769341E2;8.271546152E0
1.234179947E2;8.271561701E0
1.235506543E2;8.271608796E0
1.236861375E2;8.271651524E0
1.238221230E2;8.271682757E0
1.239613407E2;3.308694757E0
1.240989657E2;8.271790850E0
1.242375768E2;8.271821238E0
1.243660568E2;8.271846323E0
